Word_dict.txt:
71778 70516 93664 191567 202609
inevit 4 0 6 0 1
slower 2 1 4 0 4
luxembourg 2 2 2 2 3
conclus 1 2 2 6 0
sometim 1 3 3 3 1
realiti 1 5 4 1 0
tin 1 7 0 0 3
queri 2 1 0 5 3
recognit 1 4 3 1 2
mission 1 8 1 1 0
scrap 1 2 6 0 2
worsen 2 4 2 2 1
vista 1 0 0 5 5
cp 1 0 0 3 7
obvious 1 1 1 7 1
warehous 0 3 0 1 7
dan 0 11 0 0 0
rural 0 8 2 1 0
wari 0 2 7 1 1
israel 0 8 1 1 1
montreal 0 1 0 2 8
hondura 0 11 0 0 0
minneapoli 0 6 0 3 2
voic 0 6 0 4 1
contrast 0 3 6 0 2
iron 0 1 1 6 3
healthi 0 2 4 1 4
iii 0 2 0 5 4
von 0 3 4 4 0
poultri 0 3 0 7 1
seattl 0 2 0 9 0
pat 0 7 0 4 0
bread 0 10 0 0 1
roughli 0 2 2 3 4
buffer 0 11 0 0 0
convent 0 3 0 6 2
fraction 0 2 1 4 4
mechan 0 1 4 2 4
sceptic 0 1 10 0 0
berlin 0 2 1 1 7
dept 0 1 6 2 2
hamper 0 1 5 3 2
ration 0 3 4 1 3
stanc 0 0 10 1 0
650 0 0 2 2 7
transform 0 0 6 0 5
lifestyl 0 0 3 5 3
herald 0 0 5 4 2
bonn 0 0 10 1 0
wang 0 0 5 0 6
naira 0 0 11 0 0
herrhausen 0 0 6 3 2
horner 0 0 11 0 0
cd 0 0 10 1 0
m0 0 0 11 0 0
cellular 0 0 0 5 6
ecolab 0 0 0 11 0
whittak 0 0 0 4 7
license 0 0 0 8 3
micro 0 0 0 8 3
bor 0 0 0 11 0
breakup 0 0 0 11 0
warner 0 0 0 11 0
imatron 0 0 0 10 1
becor 0 0 0 11 0
gear 0 0 0 9 2
cosmet 0 0 0 8 3
neco 0 0 0 11 0
rex 0 0 0 10 1
thomson 0 0 0 3 8
liberti 0 0 0 6 5
jovanovich 0 0 0 10 1
del 0 0 0 7 4
keycorp 0 0 0 11 0
pulp 0 0 0 4 7
apparel 0 0 0 3 8
alleghani 0 0 0 8 3
joseph 0 0 0 7 4
630 0 0 0 10 1
bnl 0 0 0 8 3
genova 0 0 0 10 1
buckhorn 0 0 0 6 5
nevada 0 0 0 10 1
peat 0 0 0 10 1
cnt 0 0 0 7 4
penn 0 0 0 10 1
optic 0 0 0 5 6
hawker 0 0 0 9 2
reph 0 0 0 11 0
prospectu 0 0 0 3 8
hartford 0 0 0 2 9
cpl 0 0 0 1 10
penney 0 0 0 5 6
giorgio 0 0 0 8 3
dieter 0 0 0 2 9
instinet 0 0 0 11 0
ryan 0 0 0 0 11
babcock 0 0 0 0 11
driel 0 0 0 0 11
thyssen 0 0 0 0 11
easier 1 3 4 2 0
navig 7 0 0 1 2
citgo 10 0 0 0 0
brent 10 0 0 0 0
sit 3 0 2 5 0
combat 5 2 2 1 0
spoke 4 0 4 1 1
armi 5 4 0 1 0
nato 10 0 0 0 0
abid 6 0 1 3 0
bigger 3 1 3 2 1
fahd 10 0 0 0 0
toll 1 4 0 1 4
attach 4 1 2 2 1
x 6 2 0 2 0
tx 10 0 0 0 0
mcf 8 0 0 1 1
insist 3 3 2 1 1
heavier 6 3 1 0 0
retroact 1 2 0 1 6
democrat 3 4 2 1 0
track 2 2 2 1 3
caraca 8 0 0 2 0
stretch 3 0 0 2 5
unilater 2 1 5 1 1
rapidli 2 2 2 3 1
understood 4 1 5 0 0
inland 5 0 1 0 4
mediterranean 10 0 0 0 0
outlet 2 1 0 2 5
argument 1 2 4 3 0
windfal 8 1 0 0 1
capabl 4 1 0 2 3
cartel 6 0 1 3 0
brussel 1 6 0 3 0
claus 1 7 1 1 0
persist 2 3 3 0 2
onshor 7 0 0 3 0
tehran 10 0 0 0 0
statoil 10 0 0 0 0
margaret 1 0 5 4 0
badli 3 5 0 0 2
sort 1 0 2 6 1
adam 3 0 0 4 3
frozen 3 1 1 2 3
imposs 1 1 6 2 0
greatli 1 3 1 1 4
apea 10 0 0 0 0
distort 1 3 3 2 1
deleg 4 6 0 0 0
suharto 10 0 0 0 0
sixth 4 1 0 3 2
diminish 4 2 3 0 1
cycl 3 1 0 0 6
condens 5 0 0 3 2
relax 1 1 7 0 1
spell 2 6 1 0 1
214 2 0 0 0 8
bko 1 0 0 9 0
petrochem 3 0 0 3 4
space 1 2 1 2 4
discharg 6 3 0 1 0
taxat 10 0 0 0 0
compromis 2 0 2 6 0
symbol 1 1 0 3 5
destroy 5 5 0 0 0
fals 1 0 2 4 3
brian 1 3 0 4 2
santana 9 0 0 1 0
mer 3 0 0 7 0
updat 1 6 0 1 2
dubai 10 0 0 0 0
absorb 1 0 6 2 1
surfac 1 2 0 7 0
260 1 1 0 3 5
trial 3 0 1 5 1
wors 1 2 3 2 2
dominion 1 0 0 6 3
terra 9 0 0 0 1
permian 8 0 0 0 2
jefferson 1 0 0 7 2
cypru 2 4 0 1 3
frequent 1 2 2 3 2
remitt 0 1 9 0 0
meal 0 9 1 0 0
judg 0 1 1 8 0
consequ 0 3 3 2 2
renov 0 7 0 3 0
thou 0 10 0 0 0
tom 0 7 0 2 1
ireland 0 5 0 4 1
burlington 0 3 0 4 3
210 0 8 0 1 1
easili 0 3 4 3 0
slowli 0 3 1 2 4
lawrenc 0 3 0 4 3
starch 0 3 0 7 0
unfair 0 5 1 4 0
irish 0 2 1 5 2
tea 0 4 1 0 5
malt 0 9 0 0 1
upland 0 2 0 8 0
standstil 0 2 0 7 1
steven 0 1 0 2 7
missouri 0 6 0 3 1
nawg 0 10 0 0 0
solid 0 1 1 3 5
melnikov 0 10 0 0 0
keen 0 3 5 2 0
modifi 0 2 3 3 2
absenc 0 2 4 1 3
meyer 0 3 1 3 3
burn 0 2 1 6 1
eye 0 1 1 2 6
eager 0 1 1 7 1
crowley 0 4 0 5 1
entri 0 2 2 5 1
treat 0 1 0 4 5
stipul 0 1 4 3 2
bind 0 1 1 7 1
toler 0 1 8 1 0
jacqu 0 1 3 4 2
collin 0 5 0 5 0
tactic 0 3 1 6 0
comfort 0 0 3 3 4
rare 0 0 4 5 1
businessman 0 0 2 8 0
147 0 0 4 0 6
treasur 0 0 5 5 0
lebanes 0 0 9 1 0
sensit 0 0 8 2 0
175 0 0 1 6 3
massiv 0 0 9 0 1
solomon 0 0 6 4 0
sizeabl 0 0 6 1 3
secret 0 0 6 4 0
155 0 0 3 1 6
phlx 0 0 10 0 0
danish 0 0 4 4 2
340 0 0 1 6 3
enlarg 0 0 1 6 3
185 0 0 3 5 2
bow 0 0 2 8 0
parker 0 0 1 4 5
supervisori 0 0 1 5 4
candid 0 0 1 6 3
sprinkel 0 0 10 0 0
promptli 0 0 1 9 0
flotat 0 0 1 3 6
ing 0 0 5 3 2
shad 0 0 0 10 0
toni 0 0 0 7 3
fin 0 0 0 3 7
bpi 0 0 0 10 0
applianc 0 0 0 10 0
fargo 0 0 0 7 3
monfort 0 0 0 7 3
disney 0 0 0 10 0
217 0 0 0 5 5
fsb 0 0 0 7 3
jr 0 0 0 8 2
corona 0 0 0 10 0
rko 0 0 0 10 0
armstrong 0 0 0 10 0
ava 0 0 0 10 0
cci 0 0 0 8 2
amoskeag 0 0 0 9 1
junior 0 0 0 8 2
psa 0 0 0 10 0
breweri 0 0 0 9 1
garden 0 0 0 7 3
arbitr 0 0 0 6 4
pool 0 0 0 6 4
fhlbb 0 0 0 10 0
thermo 0 0 0 10 0
gte 0 0 0 5 5
toy 0 0 0 1 9
pearson 0 0 0 4 6
pro 0 0 0 4 6
newport 0 0 0 6 4
attorney 0 0 0 8 2
wilkinson 0 0 0 8 2
alpha 0 0 0 9 1
yearli 0 0 0 7 3
callebaut 0 0 0 10 0
chubb 0 0 0 8 2
intermed 0 0 0 6 4
meridian 0 0 0 9 1
gardini 0 0 0 10 0
pcgg 0 0 0 10 0
mco 0 0 0 4 6
henkel 0 0 0 10 0
theta 0 0 0 10 0
paralax 0 0 0 10 0
enro 0 0 0 10 0
marwick 0 0 0 9 1
valuat 0 0 0 6 4
tandem 0 0 0 1 9
peripher 0 0 0 8 2
pittston 0 0 0 10 0
viner 0 0 0 1 9
saunder 0 0 0 9 1
morri 0 0 0 3 7
walsh 0 0 0 3 7
reichhold 0 0 0 10 0
jaguar 0 0 0 1 9
norton 0 0 0 10 0
sandoz 0 0 0 1 9
laser 0 0 0 3 7
crossland 0 0 0 10 0
massachusett 0 0 0 5 5
cheung 0 0 0 4 6
granit 0 0 0 10 0
hovi 0 0 0 9 1
gpu 0 0 0 0 10
consecut 0 0 0 0 10
amort 0 0 0 0 10
trustco 0 0 0 0 10
bfg 0 0 0 0 10
averi 0 0 0 0 10
nwa 0 0 0 0 10
vogtl 0 0 0 0 10
outokumpu 0 0 0 0 10
turnaround 2 0 1 4 2
extract 6 0 1 2 0
mexican 6 0 0 1 2
espinosa 9 0 0 0 0
pertamina 7 0 0 0 2
exploit 5 0 0 1 3
sanford 4 0 0 0 5
context 2 4 2 1 0
apprais 2 0 0 6 1
premier 1 0 2 4 2
border 2 3 1 0 3
hisham 9 0 0 0 0
easi 2 1 3 1 2
warplan 9 0 0 0 0
ahm 6 0 2 0 1
bound 3 2 3 1 0
miss 2 0 3 2 2
rich 2 1 0 5 1
regim 6 0 3 0 0
lag 2 1 4 1 1
wildlif 9 0 0 0 0
fitzwat 9 0 0 0 0
scope 3 1 4 0 1
expert 1 1 3 4 0
bruce 2 0 0 5 2
hormuz 9 0 0 0 0
mouth 8 1 0 0 0
mob 8 0 0 1 0
greatest 2 2 2 1 2
ceas 2 0 3 2 2
framework 2 1 5 0 1
repeatedli 1 1 5 2 0
gallon 3 1 0 2 3
mislead 3 0 0 5 1
languag 1 0 3 0 5
spr 9 0 0 0 0
besid 2 1 1 4 1
jose 4 0 2 3 0
national 1 1 0 5 2
saga 8 0 0 0 1
cambridg 2 0 0 3 4
unithold 1 0 0 1 7
pull 4 2 0 3 0
fruit 1 0 2 2 4
fifth 4 0 0 2 3
metr 9 0 0 0 0
conabl 9 0 0 0 0
skeptic 2 1 1 5 0
voluntari 2 2 0 2 3
190 1 1 1 1 5
leadership 1 2 4 2 0
215 1 2 2 2 2
assembl 1 0 1 7 0
slb 1 0 0 8 0
di 1 0 0 6 2
choos 1 2 2 2 2
d 1 0 0 4 4
textil 1 0 4 2 2
jerom 4 1 0 2 2
slack 6 1 2 0 0
routin 4 0 1 2 2
scenario 2 4 0 1 2
boat 3 2 0 1 3
eurodollar 1 0 8 0 0
dozen 6 0 0 2 1
ideal 1 1 5 1 1
visibl 1 1 4 2 1
likelihood 2 1 1 3 2
divers 1 5 0 1 2
send 2 2 4 0 1
bargain 1 0 2 5 1
sponsor 1 3 2 2 1
guid 2 1 5 0 1
captiv 2 0 0 7 0
helicopt 1 0 0 8 0
minim 1 1 0 3 4
albert 1 3 1 2 2
weigh 1 2 2 4 0
attain 2 2 0 1 4
crew 4 2 0 3 0
societi 1 0 2 4 2
meaning 2 0 4 3 0
antonio 1 0 0 6 2
cloud 1 2 1 3 2
slight 0 4 3 2 0
cwt 0 7 0 2 0
growmark 0 9 0 0 0
constitut 0 1 1 7 0
boschwitz 0 9 0 0 0
morocco 0 9 0 0 0
poland 0 9 0 0 0
capitol 0 2 0 0 7
sow 0 7 0 2 0
tribun 0 4 0 5 0
sichuan 0 9 0 0 0
rapese 0 9 0 0 0
tangibl 0 2 0 5 2
v 0 7 0 2 0
kentucki 0 1 0 4 4
henderson 0 2 0 3 4
drink 0 2 0 6 1
martel 0 9 0 0 0
nervou 0 2 4 2 1
knowledg 0 5 2 2 0
interpret 0 2 2 4 1
advic 0 2 2 5 0
petit 0 1 0 6 2
envisag 0 2 6 1 0
quebec 0 1 0 3 5
chirac 0 1 4 4 0
zimbabw 0 3 4 2 0
vigor 0 1 1 6 1
ourselv 0 1 4 2 2
touch 0 1 5 0 3
automobil 0 0 1 4 4
frankfurt 0 0 6 1 2
spirit 0 0 4 4 1
robin 0 0 2 2 5
coat 0 0 1 1 7
moreov 0 0 7 1 1
impress 0 0 7 0 2
glesk 0 0 9 0 0
overvalu 0 0 9 0 0
kleinwort 0 0 2 3 4
benson 0 0 2 3 4
circl 0 0 2 5 2
complement 0 0 2 6 1
dresdner 0 0 1 2 6
unquot 0 0 9 0 0
103 0 0 1 6 2
composit 0 0 1 7 1
placer 0 0 1 7 1
logic 0 0 1 2 6
stearn 0 0 1 7 1
blood 0 0 1 8 0
marshal 0 0 2 1 6
li 0 0 0 2 7
krupp 0 0 0 3 6
leucadia 0 0 0 8 1
raider 0 0 0 8 1
sawmil 0 0 0 8 1
milwauke 0 0 0 9 0
solicit 0 0 0 9 0
nasdaq 0 0 0 5 4
craft 0 0 0 4 5
satellit 0 0 0 5 4
nomine 0 0 0 9 0
unissu 0 0 0 8 1
renam 0 0 0 8 1
nzi 0 0 0 9 0
bearer 0 0 0 2 7
blockbust 0 0 0 8 1
son 0 0 0 7 2
capitalis 0 0 0 7 2
jackson 0 0 0 8 1
cineplex 0 0 0 6 3
reconsid 0 0 0 8 1
annesley 0 0 0 9 0
coven 0 0 0 1 8
efh 0 0 0 9 0
modulair 0 0 0 8 1
ski 0 0 0 8 1
retriev 0 0 0 9 0
innovex 0 0 0 9 0
avalon 0 0 0 8 1
art 0 0 0 5 4
stora 0 0 0 9 0
lumber 0 0 0 5 4
bhd 0 0 0 4 5
hpr 0 0 0 9 0
celanes 0 0 0 3 6
pcr 0 0 0 8 1
matthey 0 0 0 9 0
adhes 0 0 0 9 0
arden 0 0 0 7 2
hecla 0 0 0 9 0
alza 0 0 0 9 0
rocki 0 0 0 1 8
edison 0 0 0 6 3
volvo 0 0 0 1 8
mason 0 0 0 9 0
hawley 0 0 0 2 7
superdrug 0 0 0 9 0
gluck 0 0 0 4 5
grand 0 0 0 5 4
siddeley 0 0 0 7 2
moodi 0 0 0 9 0
welsh 0 0 0 9 0
vw 0 0 0 3 6
claremont 0 0 0 9 0
regenc 0 0 0 6 3
lab 0 0 0 2 7
rochest 0 0 0 7 2
fairfax 0 0 0 1 8
mcdonald 0 0 0 1 8
novo 0 0 0 2 7
humana 0 0 0 5 4
benequ 0 0 0 9 0
ksz 0 0 0 9 0
dna 0 0 0 8 1
americu 0 0 0 5 4
mim 0 0 0 9 0
nec 0 0 0 5 4
labatt 0 0 0 0 9
nonperform 0 0 0 0 9
canbra 0 0 0 0 9
atco 0 0 0 0 9
kaneb 0 0 0 0 9
hre 0 0 0 0 9
magma 0 0 0 0 9
navistar 0 0 0 0 9
lifo 0 0 0 0 9
pubco 0 0 0 0 9
swearingen 0 0 0 0 9
ntt 0 0 0 0 9
bigelow 0 0 0 0 9
guinn 0 0 0 0 9
overhaul 4 2 1 1 0
naval 8 0 0 0 0
conjunct 2 0 2 2 2
dia 4 0 0 3 1
petrol 5 0 0 1 2
153 1 1 6 0 0
juan 3 0 0 2 3
arc 3 0 0 3 2
arturo 8 0 0 0 0
sail 7 1 0 0 0
afford 3 2 2 0 1
tough 3 2 0 2 1
front 3 1 4 0 0
boom 4 0 3 1 0
modern 2 0 1 1 4
colombian 7 1 0 0 0
artifici 1 2 0 3 2
enjoy 2 0 4 1 1
fli 1 1 1 3 2
papua 7 0 0 1 0
earmark 1 5 0 2 0
pure 3 1 1 2 1
korean 3 0 5 0 0
isol 1 2 4 0 1
criteria 3 3 0 2 0
taxpay 5 1 0 0 2
typic 1 1 0 6 0
struggl 2 0 2 2 2
excis 4 4 0 0 0
command 5 0 1 2 0
complain 2 3 3 0 0
whenev 1 1 4 1 1
et 2 0 0 5 1
al 2 0 0 1 5
bulletin 3 2 3 0 0
supplement 2 2 0 3 1
squeez 2 1 3 0 2
1976 5 0 0 2 1
mr 1 0 0 4 3
tackl 5 1 2 0 0
850 2 1 3 1 1
perri 2 0 2 3 1
unrel 1 0 0 6 1
norcen 1 0 0 0 7
unexpect 1 1 3 0 3
concret 2 0 1 2 3
emphas 2 0 0 3 3
nigerian 4 0 3 1 0
geneva 3 2 0 1 2
furthermor 1 4 2 0 1
drawn 3 2 2 1 0
criticis 1 3 3 1 0
sulphur 7 0 0 0 1
ident 1 0 1 5 1
version 1 2 1 0 4
manipul 3 1 1 3 0
upturn 2 0 3 0 3
feasibl 3 0 0 4 1
png 8 0 0 0 0
instanc 1 0 5 1 1
precipit 1 5 0 1 1
popul 2 5 0 0 1
marco 1 0 0 7 0
harold 1 1 0 5 1
530 1 1 0 5 1
tunisia 2 6 0 0 0
inch 3 3 0 0 2
fish 2 5 0 1 0
retreat 2 1 4 1 0
meat 1 5 0 1 1
realist 3 0 3 1 1
sampl 1 6 0 1 0
strict 1 4 3 0 0
chart 3 0 4 1 0
puerto 2 0 0 2 4
undertaken 1 1 0 4 2
fertilis 2 5 0 0 1
super 2 0 0 1 5
drew 1 0 6 0 1
harder 1 1 4 2 0
rupiah 1 1 6 0 0
solv 1 1 4 2 0
himself 1 1 2 4 0
marion 1 0 0 1 6
unidentifi 1 0 0 6 1
lesser 1 0 3 3 1
rush 1 0 7 0 0
pipe 1 0 0 0 7
realis 2 1 2 2 1
align 1 0 7 0 0
gdp 0 1 7 0 0
shower 0 8 0 0 0
bale 0 8 0 0 0
ottawa 0 4 0 4 0
ethanol 0 5 0 1 2
minut 0 3 3 1 1
wen 0 4 0 4 0
srw 0 8 0 0 0
protein 0 2 0 5 1
dreyfu 0 7 0 0 1
permiss 0 1 0 7 0
sunflowerse 0 8 0 0 0
arkansa 0 2 0 2 4
trip 0 5 3 0 0
dissolut 0 7 0 0 1
ought 0 1 4 2 1
memphi 0 2 0 4 2
proper 0 3 2 2 1
denomin 0 1 6 0 1
111 0 2 1 2 3
prev 0 8 0 0 0
clarifi 0 2 3 3 0
semolina 0 8 0 0 0
unsatisfactori 0 1 2 0 5
tonner 0 8 0 0 0
reloc 0 1 0 6 1
host 0 2 2 0 4
reimburs 0 2 0 5 1
southeastern 0 1 0 6 1
manner 0 1 3 4 0
breakeven 0 2 0 1 5
sudden 0 1 4 1 2
sole 0 1 2 5 0
rupe 0 7 0 0 1
label 0 1 0 7 0
downgrad 0 1 0 6 1
pakistan 0 8 0 0 0
phone 0 1 0 2 5
young 0 1 0 6 1
alfr 0 1 1 5 1
austria 0 2 1 3 2
aziz 0 8 0 0 0
lombard 0 0 7 1 0
sullivan 0 0 1 5 2
instabl 0 0 7 0 1
citibank 0 0 4 3 1
otsuki 0 0 8 0 0
dm 0 0 5 2 1
yasuhiro 0 0 7 1 0
friction 0 0 3 5 0
radic 0 0 3 2 3
165 0 0 2 2 4
giordano 0 0 8 0 0
regularli 0 0 2 5 1
happi 0 0 6 2 0
departur 0 0 7 1 0
viermetz 0 0 8 0 0
complic 0 0 3 5 0
innov 0 0 2 4 2
creation 0 0 1 6 1
scandal 0 0 2 6 0
imput 0 0 1 0 7
infus 0 0 1 6 1
hang 0 0 1 3 4
irv 0 0 3 5 0
106 0 0 2 0 6
caiss 0 0 2 1 5
kaufman 0 0 2 3 3
nederland 0 0 2 4 2
dilig 0 0 0 8 0
adob 0 0 0 5 3
lennar 0 0 0 4 4
dca 0 0 0 8 0
greyhound 0 0 0 8 0
olivetti 0 0 0 8 0
retract 0 0 0 6 2
calif 0 0 0 7 1
halcyon 0 0 0 8 0
irwin 0 0 0 8 0
sir 0 0 0 4 4
nobel 0 0 0 8 0
zurich 0 0 0 4 4
thrift 0 0 0 6 2
wor 0 0 0 8 0
adjourn 0 0 0 8 0
h 0 0 0 2 6
coca 0 0 0 8 0
cola 0 0 0 8 0
rescind 0 0 0 8 0
commenc 0 0 0 6 2
inkey 0 0 0 8 0
condom 0 0 0 8 0
carlton 0 0 0 5 3
e 0 0 0 5 3
phoenix 0 0 0 8 0
neptunia 0 0 0 8 0
dmp 0 0 0 2 6
mhi 0 0 0 8 0
clinic 0 0 0 3 5
noranda 0 0 0 8 0
bac 0 0 0 5 3
visa 0 0 0 6 2
nsc 0 0 0 7 1
forb 0 0 0 7 1
ambrit 0 0 0 6 2
cityquest 0 0 0 8 0
fbc 0 0 0 8 0
telesi 0 0 0 7 1
itj 0 0 0 8 0
kokusai 0 0 0 8 0
denshin 0 0 0 8 0
denwa 0 0 0 8 0
gtx 0 0 0 8 0
jeep 0 0 0 8 0
montgomeri 0 0 0 6 2
neoax 0 0 0 7 1
oii 0 0 0 8 0
csx 0 0 0 4 4
spc 0 0 0 8 0
pope 0 0 0 5 3
hbj 0 0 0 7 1
victor 0 0 0 7 1
exovir 0 0 0 8 0
ici 0 0 0 1 7
dainippon 0 0 0 8 0
btr 0 0 0 7 1
fermenta 0 0 0 8 0
ranco 0 0 0 8 0
amylum 0 0 0 8 0
unisi 0 0 0 7 1
fragranc 0 0 0 6 2
soo 0 0 0 7 1
diaz 0 0 0 8 0
billboard 0 0 0 8 0
m 0 0 0 2 6
ajinomoto 0 0 0 8 0
hoogoven 0 0 0 4 4
crime 0 0 0 6 2
intercar 0 0 0 8 0
toshiba 0 0 0 8 0
nelson 0 0 0 6 2
municip 0 0 0 3 5
orbanco 0 0 0 8 0
pep 0 0 0 4 4
anglo 0 0 0 3 5
esselt 0 0 0 6 2
lerner 0 0 0 8 0
tech 0 0 0 5 3
school 0 0 0 4 4
mathemat 0 0 0 8 0
argyl 0 0 0 6 2
wichita 0 0 0 7 1
mcintyr 0 0 0 8 0
nzfp 0 0 0 8 0
reinstat 0 0 0 1 7
mn 0 0 0 1 7
camera 0 0 0 6 2
conder 0 0 0 8 0
dwg 0 0 0 6 2
guardian 0 0 0 1 7
dealership 0 0 0 8 0
extinguish 0 0 0 1 7
galveston 0 0 0 8 0
strata 0 0 0 8 0
bsn 0 0 0 3 5
flower 0 0 0 0 8
nl 0 0 0 0 8
barn 0 0 0 0 8
756 0 0 0 0 8
qualif 0 0 0 0 8
mci 0 0 0 0 8
iomega 0 0 0 0 8
weyerhaeus 0 0 0 0 8
arvin 0 0 0 0 8
taylor 0 0 0 0 8
brennan 0 0 0 0 8
lind 0 0 0 0 8
shattner 0 0 0 0 8
zim 0 0 0 0 8
valhi 0 0 0 0 8
republicbank 0 0 0 0 8
mayo 0 0 0 0 8
groot 0 0 0 0 8
westlb 0 0 0 0 8
incid 4 0 2 1 0
constraint 1 4 1 0 1
javier 7 0 0 0 0
swift 2 0 3 0 2
expertis 1 0 0 6 0
nugent 7 0 0 0 0
spotlight 1 2 3 1 0
underlin 1 1 5 0 0
task 4 2 1 0 0
blow 4 1 1 1 0
judgement 3 0 3 1 0
visnew 7 0 0 0 0
escal 5 1 0 0 1
barbara 1 0 0 6 0
1993 1 0 1 4 1
guinea 6 0 0 1 0
beneficiari 1 1 1 0 4
exactli 1 0 3 2 1
plenti 3 1 1 2 0
geograph 1 1 0 3 2
simpl 2 2 1 2 0
stiff 4 0 0 0 3
riski 1 0 4 1 1
inher 1 0 4 2 0
rd 6 0 0 0 1
intensifi 2 2 2 0 1
suitabl 1 2 1 3 0
firmli 3 1 2 1 0
geolog 5 0 0 2 0
aqazadeh 7 0 0 0 0
bomb 4 2 0 0 1
oxi 4 0 0 3 0
stream 3 0 3 1 0
don 2 1 0 3 1
libyan 5 2 0 0 0
victori 4 0 1 1 1
persian 7 0 0 0 0
1995 4 0 0 2 1
138 2 0 1 1 3
eighth 2 0 4 1 0
foremost 1 0 1 4 1
belong 1 1 0 4 1
drawdown 4 3 0 0 0
regain 4 0 1 0 2
contend 1 1 0 5 0
vienna 4 0 1 1 1
wave 3 0 2 0 2
whatev 2 1 2 2 0
lane 1 0 0 6 0
waterway 3 4 0 0 0
tremend 2 0 2 1 2
platform 6 0 0 1 0
her 2 3 0 2 0
fewer 1 0 2 1 3
stoppag 7 0 0 0 0
unrest 5 0 1 0 1
withheld 1 1 0 4 1
cheat 3 0 4 0 0
strictli 5 2 0 0 0
contrari 1 0 1 5 0
verifi 4 1 2 0 0
page 1 0 0 3 3
avert 4 2 1 0 0
dibona 7 0 0 0 0
denni 1 0 0 6 0
impli 3 0 3 0 1
everyon 2 1 2 2 0
jamaica 2 5 0 0 0
thwart 1 1 1 4 0
152 1 0 6 0 0
barber 2 0 0 0 5
layoff 1 0 0 2 4
deliver 3 0 3 0 1
kerridg 4 0 0 3 0
boon 3 0 0 3 1
pariba 3 0 0 2 2
220 2 1 0 2 2
desper 1 1 5 0 0
spokesmen 1 0 0 6 0
154 3 0 1 1 2
trico 2 0 0 5 0
scotia 3 0 0 3 1
225 1 1 0 3 2
bernstein 2 0 0 0 5
simmon 1 0 0 5 1
freedman 3 0 0 4 0
maxim 1 0 0 6 0
constant 3 0 3 1 0
villag 2 5 0 0 0
wrote 1 0 1 1 4
1975 2 3 1 1 0
cattl 2 4 0 1 0
greet 1 0 1 3 2
rent 1 2 2 0 2
attitud 1 1 4 1 0
subsidis 1 6 0 0 0
ronald 1 0 0 5 1
congressman 1 6 0 0 0
congressmen 5 1 0 1 0
disciplin 5 0 1 1 0
reassess 3 1 1 1 1
payrol 1 0 5 1 0
fred 2 0 2 2 1
rico 2 0 0 2 3
alabama 1 1 0 4 1
hardship 4 1 1 1 0
insuffici 2 4 0 1 0
throughput 7 0 0 0 0
rosario 1 3 0 3 0
repaid 4 0 1 0 2
diesel 1 4 0 2 0
prorat 1 0 0 6 0
pentagon 3 0 0 4 0
dhabi 5 0 2 0 0
observ 3 2 2 0 0
eagl 1 0 0 3 3
thin 1 3 2 0 1
overshoot 1 0 6 0 0
overli 1 0 2 3 1
sink 2 0 0 4 1
steer 1 0 5 1 0
malaysian 1 2 0 2 2
med 2 1 0 1 3
steam 1 1 1 0 4
405 1 5 0 1 0
grass 0 4 0 3 0
syrup 0 7 0 0 0
beet 0 4 0 3 0
425 0 3 2 0 2
thai 0 3 0 4 0
dormanc 0 7 0 0 0
sim 0 6 0 0 1
129 0 2 3 1 1
soymeal 0 7 0 0 0
topic 0 3 2 2 0
prematur 0 4 1 0 2
hay 0 2 0 5 0
larri 0 1 1 4 1
guillaum 0 7 0 0 0
pampa 0 7 0 0 0
soil 0 7 0 0 0
ovr 0 7 0 0 0
dn 0 7 0 0 0
planter 0 1 0 5 1
wei 0 3 0 0 4
wale 0 3 0 3 1
ignor 0 2 4 1 0
270 0 1 1 2 3
yuan 0 4 3 0 0
denver 0 2 0 4 1
regardless 0 3 3 0 1
therebi 0 3 0 3 1
fructos 0 7 0 0 0
insignific 0 2 4 0 1
apr 0 7 0 0 0
buoyant 0 1 2 1 3
timechart 0 7 0 0 0
klopfenstein 0 7 0 0 0
eros 0 1 2 0 4
dampen 0 1 4 1 1
pse 0 6 0 0 1
familiar 0 1 0 2 4
compos 0 1 1 4 1
y 0 1 0 5 1
unclear 0 2 2 3 0
edit 0 1 0 5 1
boot 0 2 0 5 0
zinc 0 1 0 4 2
faith 0 1 0 6 0
eat 0 3 3 0 1
dim 0 2 0 5 0
shall 0 1 0 6 0
train 0 1 1 3 2
penni 0 1 0 5 1
ethiopia 0 6 1 0 0
frustrat 0 1 6 0 0
donat 0 5 0 2 0
fought 0 1 1 4 1
element 0 1 3 1 2
het 0 7 0 0 0
comit 0 7 0 0 0
perceiv 0 1 5 1 0
accordingli 0 0 2 3 2
otto 0 0 7 0 0
subscript 0 0 4 1 2
melam 0 0 7 0 0
hoar 0 0 2 2 3
govett 0 0 2 2 3
cope 0 0 4 0 3
inertia 0 0 3 0 4
527 0 0 2 1 4
320 0 0 1 2 4
kaunda 0 0 7 0 0
pariti 0 0 6 0 1
leonard 0 0 1 4 2
remedi 0 0 1 4 2
sama 0 0 5 0 2
hover 0 0 7 0 0
inde 0 0 4 3 0
360 0 0 3 1 3
issuer 0 0 5 1 1
counterparti 0 0 7 0 0
arrear 0 0 7 0 0
reviv 0 0 3 2 2
anonym 0 0 1 6 0
schmidt 0 0 2 3 2
